0.503859 -0.993472 
-0.951111 0.716668 
-0.390491 0.761452 
-0.134999 1.20012 
0.599645 -0.9709 
-0.551932 0.324736 
-0.77913 -0.203676 
-0.55458 -1.1128 
0.409011 -0.995281 
-0.461491 -0.324707 
-0.833655 0.00262932 
0.963197 -0.511328 
-0.957975 0.613666 
-0.247849 -1.02726 
1.13695 0.027396 
-0.161278 0.547842 
-0.261774 0.261762 
-0.568785 0.18949 
-0.100533 0.829168 
-0.639501 -0.061076 
0.710425 -0.384801 
-0.459303 0.577251 
-0.101079 0.532209 
-0.595599 -0.500852 
-1.06775 -0.106925 
-0.779363 0.774189 
-0.495287 0.900472 
-0.186274 -0.606777 
-0.580373 -0.0663355 
-0.755863 0.156316 
-0.755012 -0.459338 
-0.163626 -0.438032 
0.366897 0.430009 
-0.0157436 -0.16562 
-0.302874 -0.884084 
0.743083 -0.79515 
0.0184754 -1.25387 
0.012041 0.406078 
0.716604 -0.503978 
-0.38808 -0.0375727 
0.4538 1.09009 
0.344355 0.973466 
-0.469011 1.02041 
0.707175 0.631628 
-0.322712 0.502005 
-0.136076 -0.219608 
0.837667 -0.360082 
-0.474247 0.778368 
-0.309638 -0.0571418 
-1.0012 -0.680938 
0.0713466 1.09043 
-0.0818155 1.05768 
0.216673 1.00923 
1.04482 -0.201715 
1.06649 0.521734 
0.174099 0.988232 
0.737918 0.841774 
-0.130289 0.295229 
-0.474707 0.507979 
-0.52546 -0.362409 
-0.541137 -0.722446 
0.570999 -0.833412 
0.799642 0.0254771 
-0.507352 0.717001 
0.0976618 0.764683 
0.936276 0.615882 
1.03923 0.318075 
0.259027 0.627721 
-0.334993 -0.717794 
-0.321343 0.420229 
-0.915672 0.313176 
0.235515 -1.00843 
-0.87965 0.147336 
0.00377637 -0.0112226 
-0.407735 0.949543 
0.0175878 -0.883401 
0.617265 0.838637 
1.1346 0.241784 
-0.638737 0.0960962 
0.358007 -0.124056 
0.392946 -0.794127 
-0.200182 -0.928142 
0.344129 -1.04959 
-0.436949 -1.05722 
-0.134436 0.160118 
-0.85379 -0.275189 
0.484207 0.553807 
0.430265 0.552776 
0.705516 0.572321 
-0.615117 0.659151 
-0.268251 1.09881 
-0.630468 0.500969 
-1.04086 -0.516175 
-0.946185 -0.66249 
-0.640706 -0.729812 
-0.330501 -0.192474 
-0.862351 -0.761023 
-0.0559812 -0.315441 
0.16476 0.272244 
-0.10348 -0.618572 
0.0253229 -0.14844 
0.547535 0.581061 
0.0765643 0.17532 
0.338252 -0.289406 
-0.148592 0.816436 
1.03998 0.377927 
1.0543 0.392494 
-0.0540965 0.785515 
0.271675 0.63947 
0.50561 0.111244 
1.15919 -0.409754 
1.16633 -0.0635878 
0.418791 0.754037 
0.0849127 -0.89614 
-0.270914 0.583085 
-0.817101 0.698113 
-0.151921 -0.354666 
0.897032 0.330005 
0.902028 0.790381 
0.908971 -0.69173 
0.781343 -0.891214 
0.0240494 -0.291313 
-1.05406 0.594124 
-0.204409 0.0593648 
0.497969 0.928986 
-0.844162 0.479459 
-0.199364 -0.587451 
-1.09669 0.293238 
-0.268465 -1.00689 
0.0327075 0.763492 
-0.650959 -0.560372 
-0.0987035 0.547315 
0.888967 0.115535 
0.437262 0.849183 
0.896364 -0.221681 
-0.918525 -0.624044 
0.522458 -0.569354 
-0.597433 -0.0210948 
-0.312211 -0.736955 
-0.213821 0.581099 
0.397421 1.0847 
-0.260482 0.870313 
-1.09394 -0.525649 
0.259142 0.114302 
-0.44569 -0.0109886 
-0.0382201 0.697684 
1.00169 0.163838 
-0.334439 0.35276 
1.06134 -0.375669 
0.502537 -0.772742 
-1.10701 0.507721 
0.879088 0.51361 
-0.110957 -0.443905 
-0.0163745 0.558525 
0.371838 -0.766584 
0.303781 0.589851 
0.825291 -0.812351 
-0.0541755 0.18811 
1.08455 0.36495 
-0.0173181 -0.637409 
0.719787 -0.459738 
-0.662015 -0.643665 
0.592137 0.308629 
-0.50301 1.05762 
-0.591605 -0.464575 
-0.396623 0.927013 
-1.03265 0.304425 
-0.215573 -0.095077 
0.42469 0.982684 
0.055008 -0.0962639 
0.0043261 1.05091 
-0.163216 -0.954643 
-0.955423 -0.388059 
-0.0624093 -0.470006 
-0.224313 -0.706524 
0.6625 -0.727661 
-0.121339 0.152774 
0.325713 0.280322 
-0.0554776 -0.789073 
0.578355 1.00614 
-0.655159 -0.307691 
0.110058 0.119403 
-0.631611 -0.578785 
0.33734 0.727433 
-0.189791 -0.745788 
0.53761 -0.220985 
-0.124693 -0.572613 
1.17521 0.0261102 
-0.253441 -0.675672 
-0.339179 -1.14511 
0.63644 -0.280241 
-0.934027 -0.836381 
0.484732 -0.364498 
-0.0536109 -0.19652 
-0.597528 0.87182 
0.97482 0.693444 
0.239764 -0.82944 
0.570279 0.502814 
-0.327008 0.49927 
0.402921 0.252235 
0.746556 -0.219851 
-0.636235 0.961552 
-0.423227 0.591219 
0.281259 0.695232 
0.228605 -0.928343 
-0.858786 -0.364493 
0.269328 0.508172 
1.0915 -0.124001 
-0.239271 -0.199693 
-0.012677 0.40472 
-1.14658 -0.309124 
0.826658 0.254189 
0.754721 -0.00171715 
-0.845942 -0.71837 
0.660513 0.661531 
0.331635 -0.706798 
-0.709074 -0.158116 
0.476374 1.0672 
-0.0260567 -0.905517 
-1.02751 0.681136 
-0.52195 0.996964 
0.302032 -0.997262 
1.1178 0.374311 
-0.328957 0.283008 
0.623618 -0.691573 
0.186284 -0.742415 
-0.525572 -0.323494 
-1.16053 0.383655 
0.39026 -0.717638 
0.0108748 -0.371548 
-0.084074 -0.508018 
0.808148 0.4198 
0.7544 0.686511 
0.409422 -0.524732 
0.906074 0.099346 
-0.318514 0.115782 
0.345227 -0.683226 
0.769533 -0.245624 
-0.772538 -0.375416 
-0.548543 0.127084 
0.636399 -0.451101 
-0.972318 -0.308526 
0.140024 -0.960439 
-0.0683832 0.73455 
0.486196 0.99155 
0.170625 0.528561 
0.445407 0.0233873 
0.549084 0.891176 
0.359879 0.196178 
0.258166 0.138521 
0.326656 0.1611 
0.325127 0.719579 
-0.0962171 -0.537323 
0.075295 -0.506135 
-0.138306 -1.16743 
-0.0524921 -0.0277502 
0.0802974 0.603265 
-1.1984 -0.199787 
0.0593187 -0.807386 
-0.724286 0.077601 
0.119421 0.0675651 
0.838499 -0.659845 
0.268615 -1.14878 
0.384374 0.892129 
-1.03121 0.196805 
0.713339 0.356616 
0.84078 -0.863654 
0.684357 0.511855 
-0.0222144 0.152089 
0.0917768 0.364112 
-0.667461 0.157101 
0.884764 0.107933 
0.284906 -0.6368 
0.640951 0.0466836 
0.115893 -0.332291 
-0.250946 0.58063 
-0.40558 -0.615071 
-0.621945 0.707497 
-0.750562 -0.64126 
0.452902 -0.4542 
-0.318793 0.685333 
0.415006 1.03493 
-0.981746 0.424641 
-0.333631 -0.943213 
-0.524662 -1.10899 
-0.49698 0.0735185 
-0.34325 -0.718507 
-0.268125 0.798976 
0.986913 -0.465022 
-0.6769 -0.0601763 
-1.23399 0.275566 
-0.592369 -0.238194 
-0.385527 0.91629 
-1.02282 0.326578 
-0.320161 -0.531969 
-0.951254 0.757992 
-0.704461 -0.751953 
-0.522237 -0.78395 
0.890934 0.577961 
0.641999 -0.263314 
-1.11511 0.116334 
0.398468 -0.635615 
-0.558885 -0.528281 
-0.0947444 0.508544 
0.216554 0.292103 
-0.246903 -1.02261 
0.57174 0.677844 
-0.376477 -0.751451 
0.773614 -0.147653 
-0.0778775 -0.0659416 
-0.55832 0.385564 
-0.546629 1.09968 
0.468121 -0.767564 
0.706394 -0.220071 
-0.62258 -0.373279 
0.732991 0.508466 
-0.679601 0.201479 
-0.502893 -0.0681581 
0.410015 -0.696021 
0.885901 -0.386029 
-0.509556 0.391729 
-0.688162 -0.858646 
-0.172871 -0.376079 
0.816076 0.457546 
-0.388382 0.0732726 
0.708835 0.0359734 
-1.04632 -0.580079 
-0.150498 -0.688241 
0.13234 -0.111588 
-0.431225 0.883716 
0.800305 -0.330464 
0.0593987 0.122347 
-0.0918329 -0.445606 
-0.892986 -0.866722 
-0.984923 0.157257 
-0.815546 0.733584 
-0.706224 0.0304887 
0.0574735 0.0950679 
0.602033 0.530687 
-0.938736 -0.391306 
0.0278209 0.688719 
0.660212 0.263369 
-0.901689 -0.0662404 
-0.907132 -0.212231 
0.150485 0.84067 
0.0928549 0.109286 
0.274853 1.22052 
0.138795 -0.482072 
1.00591 0.180039 
-0.714783 -0.440518 
-0.916168 0.274224 
0.69845 0.247933 
-1.05051 0.0243224 
0.459215 1.08324 
0.409969 0.487986 
0.788865 -0.0427903 
0.119982 0.945037 
-0.959824 0.0126071 
-0.633913 -0.608472 
-0.171198 1.1586 
-1.04234 0.118987 
0.243993 -0.370166 
0.344945 0.289385 
0.198452 -0.0764446 
-1.06188 0.494075 
0.678112 -0.356827 
0.0142427 -0.0658464 
0.49669 0.756525 
-0.319813 0.996221 
0.916112 -0.0845313 
1.04814 -0.43679 
0.289787 -0.759866 
-0.0376483 -0.720749 
-0.346555 1.11159 
-0.43458 -1.13131 
-1.16755 0.287117 
-0.331502 -1.19519 
0.871404 0.863784 
-0.570424 0.442405 
0.121545 -1.11791 
0.26004 -0.430955 
-0.0444515 0.695336 
0.162457 0.298765 
0.941396 0.561721 
-0.161954 1.06825 
0.431009 0.606938 
-0.647272 -1.05906 
0.584954 0.263534 
-0.637129 0.805344 
-0.189235 -0.542099 
-0.585662 0.287994 
0.54303 -0.00681096 
-0.229649 0.93704 
0.296307 -0.498995 
-0.0375945 0.0148269 
-0.0292572 -0.86492 
0.805222 -0.59809 
0.639441 -0.88138 
0.629932 -1.04678 
-1.06044 -0.555847 
0.180296 -0.480058 
-0.058534 0.722301 
-1.05389 0.587548 
-0.0225752 -0.233272 
0.287093 0.740933 
-1.12149 0.0838472 
-0.0812661 0.327789 
-0.305324 0.819429 
-1.27184 -0.0740131 
0.511155 0.776504 
0.787829 0.799966 
-0.252821 -0.335589 
0.00649624 0.82016 
-0.0641873 -0.108001 
0.27726 -0.398268 
-0.80063 0.586673 
1.14319 0.384851 
-1.10929 -0.440646 
-0.725529 0.367866 
-1.0757 -0.596928 
0.776587 -0.3294 
-0.968634 0.467605 
0.935641 -0.775749 
-1.21566 -0.288434 
-0.0264316 0.964993 
-0.485307 -0.116407 
-0.486372 -0.259778 
0.776312 0.0596785 
0.290705 -0.0511054 
0.0102816 -0.381571 
0.135246 0.568762 
0.616117 0.898089 
-0.272157 0.740773 
0.926602 0.0734106 
0.297674 -1.08943 
0.702349 0.299238 
0.284422 -0.038784 
0.474314 -0.339011 
-0.601449 -0.410424 
-0.220232 0.187877 
0.304506 0.314925 
-0.534206 0.917173 
0.773661 -0.70358 
-0.770745 0.969496 
0.00311482 1.04523 
0.63151 -0.29689 
0.70169 0.931511 
